customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C104168,Female,0,Yes,No,24,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),23.78,574.95,No
C104169,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),84.75,5766.54,Yes
C104170,Female,0,No,No,45,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,62.16,2800.1,No
C104171,Male,0,No,Yes,55,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),53.71,2957.54,Yes
C104172,Female,0,Yes,No,52,Yes,No,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,101.02,5254.12,Yes
C104173,Female,0,No,Yes,5,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),90.3,454.12,Yes
C104174,Male,0,Yes,No,71,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No,One year,Yes,Mailed check,98.23,6972.65,No
C104175,Female,0,Yes,Yes,38,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),100.33,3809.0,No
C104176,Male,1,No,No,6,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,55.96,333.47,No
C104177,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,Yes,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),107.98,219.43,No
C104178,Female,0,Yes,No,45,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Two year,No,Mailed check,110.64,4981.16,Yes
C104179,Female,0,No,No,71,Yes,No,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,50.56,3587.97,No
C104180,Female,1,Yes,No,10,Yes,No,DSL,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,112.3,1123.77,Yes
C104181,Female,0,No,Yes,64,No,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),68.87,4403.29,No
C104182,Female,1,Yes,Yes,1,Yes,No,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),22.48,23.74,No
C104183,Male,0,Yes,No,71,Yes,Yes,No,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),29.85,2114.56,No
C104184,Female,0,No,Yes,1,Yes,No,No,No,No,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),61.73,59.29,No
C104185,Female,0,No,Yes,61,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,23.17,1416.98,No
C104186,Female,1,No,Yes,1,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,105.97,107.38,No
C104187,Male,0,Yes,Yes,70,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),82.64,5785.96,No
C104188,Male,0,No,Yes,47,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),22.61,1057.93,Yes
C104189,Male,0,No,No,59,No,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,74.32,4380.69,Yes
C104190,Male,0,Yes,No,6,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),82.29,492.46,No
C104191,Male,0,Yes,No,7,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.23,713.03,No
C104192,Female,0,No,No,16,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Two year,No,Bank transfer (automatic),92.11,1472.8,Yes
C104193,Male,1,No,No,24,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,One year,No,Electronic check,116.51,2793.09,No
C104194,Female,0,Yes,No,34,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),78.16,2660.47,No
C104195,Male,0,No,No,59,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.98,4249.23,No
C104196,Male,0,No,No,64,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.55,6181.64,No
C104197,Male,0,Yes,No,53,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,64.94,3441.08,No
C104198,Male,0,No,No,20,No,No,Fiber optic,No,No internet service,No,No,Yes,No,One year,No,Mailed check,63.11,1261.22,Yes
C104199,Male,0,No,No,45,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),70.34,3162.18,Yes
C104200,Male,0,Yes,Yes,25,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),102.88,2571.4,Yes
C104201,Male,1,Yes,No,48,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),66.85,3207.67,No
C104202,Male,0,Yes,No,1,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),21.15,21.03,No
C104203,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,74.96,2171.74,No
C104204,Male,1,No,Yes,53,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,55.77,2955.1,No
C104205,Female,0,Yes,No,42,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Electronic check,41.46,1740.5,Yes
C104206,Female,0,Yes,No,25,Yes,No,DSL,No,No,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),73.99,1852.15,No
C104207,Male,0,No,Yes,69,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,118.12,8151.85,No
C104208,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,83.5,4597.14,No
C104209,Female,0,Yes,No,57,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),54.9,3131.09,No
C104210,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),72.49,1380.01,No
C104211,Female,0,Yes,No,18,Yes,No phone service,No,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,20.34,369.94,Yes
C104212,Female,0,No,No,62,Yes,Yes,No,No,No,No internet service,Yes,No,No internet service,One year,No,Mailed check,60.12,3729.69,No
C104213,Female,0,No,No,67,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.83,3337.26,No
C104214,Male,0,Yes,No,1,No,No,No,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),70.7,70.05,No
C104215,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.1,1375.65,Yes
C104216,Male,1,No,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,84.86,5176.42,No
C104217,Male,0,Yes,No,12,Yes,No,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,59.06,711.28,Yes
C104218,Female,0,No,No,60,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Two year,No,Mailed check,103.7,6226.31,Yes
C104219,Male,0,Yes,No,23,Yes,Yes,No,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.06,916.41,Yes
C104220,Female,1,Yes,Yes,44,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,57.96,2555.18,No
C104221,Male,0,Yes,No,72,No,No,No,Yes,No internet service,No,No,No internet service,No internet service,One year,No,Credit card (automatic),31.76,2290.89,No
C104222,Female,0,No,No,60,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),46.42,2783.32,No
C104223,Female,1,Yes,No,70,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,25.12,1754.49,Yes
C104224,Female,1,Yes,No,42,Yes,No,No,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.34,1524.19,No
C104225,Male,1,No,Yes,3,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,33.16,100.72,No
C104226,Female,0,No,No,39,Yes,No,DSL,No internet service,No,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,105.78,4127.0,No
C104227,Female,0,Yes,Yes,19,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,99.77,1895.34,No
C104228,Female,0,Yes,No,50,Yes,No,DSL,No,No internet service,No,No internet service,No,No,One year,No,Credit card (automatic),101.3,5068.68,No
C104229,Female,0,Yes,No,42,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),75.49,3170.29,Yes
C104230,Female,0,No,No,50,Yes,Yes,No,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),68.25,3409.09,No
C104231,Female,0,No,No,58,Yes,No,DSL,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Mailed check,42.82,2485.17,No
C104232,Female,1,No,Yes,7,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),74.31,519.43,No
C104233,Female,0,No,Yes,48,Yes,No,No,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.09,4613.36,No
C104234,Female,0,Yes,No,20,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),90.71,1809.25,No
C104235,Male,0,Yes,Yes,20,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,44.08,876.61,No
C104236,Female,0,No,No,50,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,82.12,4107.41,No
C104237,Male,0,Yes,No,12,Yes,No phone service,DSL,No,No,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),28.41,337.28,No
C104238,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),70.57,779.65,Yes
C104239,Female,0,Yes,No,12,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,23.9,284.67,Yes
C104240,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,37.37,780.31,No
C104241,Female,0,Yes,No,70,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,99.53,6963.95,No
C104242,Female,0,Yes,No,34,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),27.13,924.87,No
C104243,Male,0,No,No,6,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,45.62,270.62,No
C104244,Female,0,Yes,No,18,Yes,No phone service,No,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),103.83,1867.9,No
C104245,Male,0,Yes,No,46,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),20.39,939.62,No
C104246,Male,0,No,Yes,55,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,No,Electronic check,108.16,5951.83,No
C104247,Female,1,No,No,41,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,No,Electronic check,48.73,1997.43,No
C104248,Male,0,Yes,Yes,46,Yes,No,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),61.5,2829.98,No
C104249,Female,1,Yes,Yes,21,Yes,No,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),57.51,1212.07,No
C104250,Female,0,No,No,40,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),18.99,759.83,No
C104251,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Mailed check,103.49,3001.67,Yes
C104252,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,45.22,317.78,Yes
C104253,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No internet service,One year,No,Credit card (automatic),59.84,1799.18,No
C104254,Male,0,Yes,No,27,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,26.67,716.39,No
C104255,Male,0,No,No,23,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),109.7,2524.39,No
C104256,Female,0,No,No,24,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,Yes,One year,No,Mailed check,75.27,1805.77,No
C104257,Male,0,No,Yes,40,Yes,No,No,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,114.06,4566.01,No
C104258,Female,0,No,Yes,51,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),113.92,5807.83,Yes
C104259,Male,0,No,Yes,49,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,47.2,2317.53,Yes
C104260,Female,0,No,No,36,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,64.15,2306.44,No
C104261,Male,0,No,No,2,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),72.36,142.79,No
C104262,Male,0,No,No,68,No,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,83.4,5676.1,Yes
C104263,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,116.63,3611.81,No
C104264,Female,0,Yes,No,27,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),26.05,705.93,No
C104265,Male,0,No,Yes,16,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),73.25,1174.66,No
C104266,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),95.25,1623.16,Yes
C104267,Male,1,Yes,No,72,No,No,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Two year,No,Mailed check,33.04,2375.57,No
C104268,Female,0,No,No,27,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),69.84,1882.66,Yes
C104269,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),36.41,618.97,No
C104270,Male,0,Yes,No,20,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),74.64,1494.48,No
C104271,Male,1,Yes,No,23,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.93,1330.2,No
C104272,Male,1,Yes,No,10,Yes,Yes,No,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,44.31,446.95,Yes
C104273,Female,0,Yes,No,15,Yes,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),71.85,1074.43,No
C104274,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,22.27,981.2,No
C104275,Female,0,Yes,No,37,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,56.14,2072.54,No
C104276,Female,0,No,No,8,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),19.33,158.06,No
C104277,Male,1,No,Yes,28,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),60.28,1683.43,Yes
C104278,Female,0,No,Yes,18,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,23.99,429.69,No
C104279,Female,1,No,Yes,47,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),101.63,4777.37,Yes
C104280,Female,0,No,Yes,50,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),97.14,4857.67,No
C104281,Female,0,No,Yes,67,Yes,No,No,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,107.01,7165.29,No
C104282,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),73.46,660.7,Yes
C104283,Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,67.07,4019.6,No
C104284,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,20.04,525.91,Yes
C104285,Female,0,No,No,56,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,Yes,Mailed check,88.23,4937.61,No
C104286,Male,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,83.38,4585.17,Yes
C104287,Female,0,No,Yes,64,Yes,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),91.48,5855.88,No
C104288,Female,0,No,No,64,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),89.01,5697.48,Yes
C104289,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,32.9,2008.81,Yes
C104290,Female,1,No,No,63,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),43.58,2750.15,No
C104291,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Two year,Yes,Electronic check,98.99,5937.79,No
C104292,Female,0,Yes,No,26,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),55.49,1438.71,No
C104293,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,45.1,2701.47,No
C104294,Female,0,No,Yes,9,Yes,No,No,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),34.31,304.75,No
C104295,Male,1,No,Yes,19,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),29.25,552.33,Yes
C104296,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,29.6,1598.35,No
C104297,Male,0,No,Yes,24,Yes,No,No,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,112.3,2698.39,No
C104298,Female,0,No,No,17,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,79.7,1359.84,No
C104299,Male,0,Yes,Yes,16,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,31.51,500.96,Yes
C104300,Male,0,No,No,51,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),57.98,2954.71,No
C104301,Male,0,No,No,69,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),107.08,7384.78,No
C104302,Male,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),54.71,549.75,No
C104303,Female,0,Yes,No,2,Yes,Yes,No,Yes,No internet service,No,No,No internet service,No,Two year,Yes,Mailed check,75.53,149.26,No
C104304,Male,0,Yes,No,43,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),34.08,1463.75,No
C104305,Male,1,Yes,Yes,26,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,109.2,2843.03,No
C104306,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,45.72,1642.52,No
C104307,Female,0,No,Yes,37,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),102.89,3807.16,No
C104308,Female,0,No,No,35,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),114.84,4018.5,No
C104309,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.79,6582.73,No
C104310,Male,0,Yes,No,16,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,85.17,1364.86,No
C104311,Female,1,No,No,63,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,52.21,3288.73,Yes
C104312,Male,1,No,Yes,43,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,104.74,4504.89,No
C104313,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),98.55,3057.77,No
C104314,Female,0,No,Yes,23,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),113.96,2623.24,No
C104315,Male,0,Yes,No,67,Yes,No phone service,No,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),47.97,3213.31,No
C104316,Female,0,Yes,Yes,1,Yes,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,100.16,105.02,Yes
C104317,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,38.92,1089.74,No
C104318,Female,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),84.73,3979.22,Yes
C104319,Female,0,Yes,Yes,0,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,43.49,-3.04,No
C104320,Female,0,Yes,No,10,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),52.41,521.86,No
C104321,Female,0,Yes,No,24,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),118.05,2830.89,Yes
C104322,Female,1,No,No,50,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),59.83,2993.25,No
C104323,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.18,593.28,Yes
C104324,Female,1,No,Yes,69,No,Yes,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.61,2728.49,No
C104325,Female,0,No,No,21,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,43.98,923.4,No
C104326,Male,0,Yes,No,28,Yes,No,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,94.16,2637.61,No
C104327,Female,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,53.16,50.75,Yes
C104328,Female,0,No,No,45,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),71.22,3205.42,Yes
C104329,Male,0,Yes,No,35,No,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),53.19,1866.6,No
C104330,Female,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,23.1,252.44,No
C104331,Male,0,No,No,7,No,No,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,90.26,634.5,No
C104332,Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),100.88,4940.77,No
C104333,Male,0,No,No,29,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,21.65,631.93,No
C104334,Female,1,No,Yes,34,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),35.71,1214.86,Yes
C104335,Male,0,No,No,36,Yes,Yes,No,No internet service,No,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),41.26,1481.37,No
C104336,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),58.01,3479.16,No
C104337,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,44.91,1620.46,No
C104338,Male,0,No,No,60,Yes,No,No,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),80.19,4806.76,Yes
C104339,Male,1,No,Yes,9,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,117.54,1055.09,Yes
C104340,Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),46.0,2116.44,No
C104341,Female,0,No,No,29,Yes,No phone service,No,No internet service,Yes,No internet service,No,No,No internet service,Two year,No,Electronic check,51.09,1477.6,No
C104342,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,No,Mailed check,94.98,4270.05,No
C104343,Female,0,No,Yes,61,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,78.32,4773.63,No
